scenario_id,category,start_x,start_y,goal_x,goal_y,straight_line_distance,direct_path_blocked,number_of_blocking_obstacles,first_obstacle_distance,shortest_collision_free_path,detour_ratio,same_room,start_room,goal_room,difficulty,success,collision,timeout
COMPLEX OBSTACLE_27,COMPLEX OBSTACLE,0.0,0.0,4.544839269639581,5.764167142868482,7.340380564915054,True,2,1.1461052992880365,8.3834,1.1420933732060548,False,LivingRoom,BR2,HARD,False,False,True
COMPLEX OBSTACLE_28,COMPLEX OBSTACLE,0.0,0.0,4.9727176142196114,-3.650520673493856,6.168810392480549,True,1,5.210230231922048,6.431799999999997,1.0426321431179046,False,LivingRoom,Kitchen,MODERATE,False,True,False
COMPLEX OBSTACLE_29,COMPLEX OBSTACLE,0.0,0.0,-3.904792607295766,3.6548043176481415,5.348364227153118,True,2,1.6097170022099176,6.720999999999995,1.2566459041585352,False,LivingRoom,BR1,HARD,False,True,False
COMPLEX OBSTACLE_30,COMPLEX OBSTACLE,0.0,0.0,-3.1311327610845274,2.414063893215296,3.9536940761852843,True,1,1.8015527658678858,4.721000000000001,1.1940731652548724,False,LivingRoom,Corridor,MODERATE,False,False,True
TOP_LEFT_1,TOP_LEFT,0.0,0.0,-3.4674544511877015,7.3070008234290205,8.087985002746592,True,2,1.217569796146017,9.745199999999995,1.2048983766278785,False,LivingRoom,BR1,HARD,True,False,False
TOP_LEFT_2,TOP_LEFT,0.0,0.0,-3.347915755637752,3.593674308214975,4.91152063422031,True,1,1.5033840671905294,6.079599999999997,1.2378243832757745,False,LivingRoom,BR1,MODERATE,False,True,False
TOP_LEFT_3,TOP_LEFT,0.0,0.0,-3.212489619563937,4.274681602745275,5.347241565578926,True,1,1.3760008975544091,6.562399999999996,1.2272495864490665,False,LivingRoom,BR1,MODERATE,True,False,False
TOP_LEFT_4,TOP_LEFT,0.0,0.0,-4.243625741358973,6.374362191714738,7.657731569067097,True,2,1.3214662851951684,9.076399999999998,1.185259618744475,False,LivingRoom,BR1,HARD,False,True,False
TOP_LEFT_5,TOP_LEFT,0.0,0.0,-3.2592918167848968,5.319099529197119,6.2382531968866095,True,2,1.2900827440638347,7.662399999999992,1.228292561742147,False,LivingRoom,BR1,HARD,True,False,False
TOP_LEFT_6,TOP_LEFT,0.0,0.0,-3.1852439163418995,3.7915713855113102,4.9519483416147665,True,1,1.4366452908130258,6.020999999999997,1.215885058695226,False,LivingRoom,BR1,MODERATE,False,True,False
TOP_LEFT_7,TOP_LEFT,0.0,0.0,-3.2077693983350137,7.290228389898496,7.964748237689411,True,2,1.2017762123334985,9.562399999999993,1.200590365775838,False,LivingRoom,BR1,HARD,False,False,True
TOP_LEFT_8,TOP_LEFT,0.0,0.0,-3.5397631123979805,3.7830874212271066,5.1808950316079745,True,1,1.506437441226302,6.3623999999999965,1.2280503583229947,False,LivingRoom,BR1,MODERATE,False,False,True
TOP_LEFT_9,TOP_LEFT,0.0,0.0,-2.609342744346786,2.2110013207681036,3.420116430461617,True,1,1.7015494464746919,4.314000000000001,1.2613605670195664,False,LivingRoom,Corridor,MODERATE,True,False,False
TOP_LEFT_10,TOP_LEFT,0.0,0.0,-2.727081664630305,5.286971596043489,5.948869057470792,True,2,1.2377134706218016,7.355399999999991,1.236436695603987,False,LivingRoom,BR1,HARD,False,False,True
TOP_RIGHT_1,TOP_RIGHT,0.0,0.0,3.6912744829162536,4.287105414690626,5.65727674282409,True,2,1.1876426110481133,6.5108,1.150871752607569,False,LivingRoom,BR2,HARD,False,True,False
TOP_RIGHT_2,TOP_RIGHT,0.0,0.0,4.019163579343639,3.7220299747414134,5.477881251943669,True,3,1.3245710432764093,6.586599999999998,1.2023991936048144,False,LivingRoom,BR2,VERY_HARD,True,False,False
TOP_RIGHT_3,TOP_RIGHT,0.0,0.0,7.401668920722464,2.010361701250132,7.669827702226574,True,1,4.476675419072477,8.227999999999998,1.0727750765002693,False,LivingRoom,Corridor,MODERATE,True,False,False
TOP_RIGHT_4,TOP_RIGHT,0.0,0.0,2.8481993415482822,4.300987101573354,5.1585588624243135,True,3,1.0866989793530644,6.279599999999997,1.217316728852608,False,LivingRoom,BR2,VERY_HARD,False,False,True
TOP_RIGHT_5,TOP_RIGHT,0.0,0.0,6.871268300097837,4.4859268626189195,8.205965383103651,True,2,1.6463417864288692,9.6764,1.1791909358920794,False,LivingRoom,BR2,HARD,True,False,False
TOP_RIGHT_6,TOP_RIGHT,0.0,0.0,4.63633519453629,4.4993301066892775,6.460617265018599,True,2,1.2923158338331477,7.476399999999998,1.1572268861183614,False,LivingRoom,BR2,HARD,False,False,True
TOP_RIGHT_7,TOP_RIGHT,0.0,0.0,4.4171456308553845,3.811738679488387,5.834426045884264,True,3,1.3775822223995233,7.027999999999997,1.2045743565397846,False,LivingRoom,BR2,VERY_HARD,False,True,False
TOP_RIGHT_8,TOP_RIGHT,0.0,0.0,5.392021074287567,4.550431197880696,7.055516660897854,True,3,1.3954644557125664,8.217799999999997,1.1647339798010252,False,LivingRoom,BR2,VERY_HARD,False,False,True
TOP_RIGHT_9,TOP_RIGHT,0.0,0.0,3.4219086591650214,6.03614256867371,6.938622052037667,True,3,1.2166231322604777,8.227999999999994,1.1858262257682237,False,LivingRoom,BR2,VERY_HARD,True,False,False
TOP_RIGHT_10,TOP_RIGHT,0.0,0.0,3.6844781494711984,5.6740278788416125,6.765350811584168,True,3,1.10170567507181,7.910799999999995,1.1693111296541339,False,LivingRoom,BR2,VERY_HARD,False,False,True
BOTTOM_LEFT_1,BOTTOM_LEFT,0.0,0.0,-4.025223025816641,-2.077665789399627,4.529803035453755,False,0,-1,4.9694,1.0970454920678931,False,LivingRoom,Corridor,EASY,True,False,False
BOTTOM_LEFT_2,BOTTOM_LEFT,0.0,0.0,-7.1291491239531615,-4.564774115751276,8.465336966677404,True,1,5.378026728344276,9.338799999999997,1.1031811299137715,False,LivingRoom,BR3,MODERATE,False,True,False
BOTTOM_LEFT_3,BOTTOM_LEFT,0.0,0.0,-5.627355414584502,-2.102771177254675,6.007393410285906,False,0,-1,6.610800000000001,1.1004439943421946,False,LivingRoom,Corridor,UNKNOWN,True,False,False
BOTTOM_LEFT_4,BOTTOM_LEFT,0.0,0.0,-3.082826694942549,-7.339031974973978,7.960226803348059,True,1,4.906026975558925,8.68339999999999,1.0908483155715822,False,LivingRoom,BR3,MODERATE,False,False,True
BOTTOM_LEFT_5,BOTTOM_LEFT,0.0,0.0,-4.399412140027271,-6.215597348776632,7.615016584350847,False,0,-1,8.121599999999995,1.0665242695190182,False,LivingRoom,BR3,EASY,True,False,False
BOTTOM_LEFT_6,BOTTOM_LEFT,0.0,0.0,-4.8440885386887,-3.8327187392091884,6.176967435930069,True,1,4.673759485908237,6.748999999999994,1.0926073465666237,False,LivingRoom,BR3,MODERATE,False,True,False
BOTTOM_LEFT_7,BOTTOM_LEFT,0.0,0.0,-3.300201402825428,-5.702350554003324,6.588484737779464,True,1,3.7931385008998975,7.207599999999993,1.0939692944373718,False,LivingRoom,BR3,MODERATE,True,False,False
BOTTOM_LEFT_8,BOTTOM_LEFT,0.0,0.0,-5.589704283250791,-4.630286614051906,7.258398452996398,True,1,4.546015672077268,7.7801999999999945,1.0718893500243414,False,LivingRoom,BR3,MODERATE,False,True,False
BOTTOM_LEFT_9,BOTTOM_LEFT,0.0,0.0,-7.05375172694056,-4.621391889368414,8.432833238030804,True,1,5.2917426125555265,9.280199999999997,1.1004842308688967,False,LivingRoom,BR3,MODERATE,False,True,False
BOTTOM_LEFT_10,BOTTOM_LEFT,0.0,0.0,-4.340864273329404,-2.4329408376824877,4.976173606208969,False,0,-1,5.4350000000000005,1.0922046596643122,False,LivingRoom,Corridor,EASY,False,True,False
BOTTOM_RIGHT_1,BOTTOM_RIGHT,0.0,0.0,2.5219241607969325,-2.1503566551497038,3.3142322213686133,False,0,-1,3.4693999999999994,1.0468186198996368,False,LivingRoom,Corridor,EASY,False,False,True
BOTTOM_RIGHT_2,BOTTOM_RIGHT,0.0,0.0,4.464926102360633,-5.894406020362995,7.394564722310085,True,2,1.630857139089838,8.073199999999993,1.0917748783295387,False,LivingRoom,Kitchen,HARD,False,False,True
