scenario_id,category,model,success,collision,timeout,initial_distance_to_goal,final_distance_to_goal,episode_steps,episode_time,path_length,minimum_clearance,mean_linear_velocity,mean_angular_velocity,mean_absolute_angular_velocity,forward_percentage,reverse_percentage,stationary_percentage,oscillation_events,oscillation_rate,no_turn_event,front_collision,successful_obstacle_avoidance,critical_recovery,angular_velocity_when_clearance_below_0.45m,direct_goal_path_blocked,first_obstacle_detected_step,first_turn_step,clearance_at_first_turn,did_robot_turn_away_from_blocking_wall,did_robot_get_around_wall,final_result
COMPLEX OBSTACLE_16,COMPLEX OBSTACLE,Champion,True,False,False,6.392603904267082,1.1622658,715,71.5,9.662136,0.36186784505844116,0.033149824,-0.117414266,0.14756048,0.4937062937062937,0.4797202797202797,0.026573426573426574,0,0.0,False,False,True,False,0.15261337,True,453,454,0.43082481622695923,True,True,Success
COMPLEX OBSTACLE_17,COMPLEX OBSTACLE,Champion,False,True,False,7.366521338410173,12.0,510,51.0,4.595342,0.5079070925712585,-0.09010469,-0.027462993,0.10853721,0.0,1.0,0.0,0,0.0,False,False,False,False,0.0,True,-1,-1,-1.0,False,False,Collision
COMPLEX OBSTACLE_18,COMPLEX OBSTACLE,Champion,True,False,False,6.456127640736206,1.1749892,540,54.0,7.911249,0.300190269947052,0.13762937,0.016495379,0.20640078,0.75,0.020370370370370372,0.22962962962962963,0,0.0,False,False,True,True,0.19913499,True,200,202,0.41820746660232544,True,True,Success
COMPLEX OBSTACLE_19,COMPLEX OBSTACLE,Champion,False,True,False,8.190315604424296,12.0,245,24.5,3.377397,0.30066344141960144,0.035459243,-0.11503757,0.23228103,0.5387755102040817,0.39591836734693875,0.0653061224489796,0,0.0,True,False,False,False,0.16774103,True,164,185,0.35769015550613403,True,False,Collision
COMPLEX OBSTACLE_20,COMPLEX OBSTACLE,Champion,False,True,False,8.49199131060584,1.211759,213,21.3,3.4677994,0.3002394139766693,0.15858458,-0.089539334,0.1748438,0.8779342723004695,0.018779342723004695,0.10328638497652583,0,0.0,True,False,False,False,0.100754604,True,65,70,0.44369250535964966,True,False,Collision
COMPLEX OBSTACLE_21,COMPLEX OBSTACLE,Champion,False,True,False,5.042751077707575,9.820314,231,23.1,3.3561456,0.3001733720302582,0.05276799,-0.11756067,0.26868948,0.6233766233766234,0.35064935064935066,0.025974025974025976,0,0.0,False,False,False,False,0.21432532,True,151,157,0.3330603837966919,True,False,Collision
COMPLEX OBSTACLE_22,COMPLEX OBSTACLE,Champion,True,False,False,7.517688526993542,1.1902488,558,55.800000000000004,8.105084,0.30007457733154297,0.13793701,-0.045521818,0.1794058,0.7365591397849462,0.01971326164874552,0.24372759856630824,0,0.0,False,False,True,True,0.17939653,True,213,225,0.3331887722015381,True,True,Success
COMPLEX OBSTACLE_23,COMPLEX OBSTACLE,Champion,False,True,False,7.076402936488265,12.0,147,14.700000000000001,1.8078271,0.3012716770172119,0.11881801,-0.101116836,0.1804752,0.5714285714285714,0.0,0.42857142857142855,0,0.0,False,False,False,False,0.103613526,True,51,61,0.3596901595592499,True,False,Collision
COMPLEX OBSTACLE_24,COMPLEX OBSTACLE,Champion,False,False,True,3.7300005207405342,1.2113869,800,80.0,6.78972,0.9190333485603333,-0.078641206,-0.07401721,0.084212646,0.0125,0.93375,0.05375,0,0.0,False,False,False,False,0.0,True,-1,-1,-1.0,False,False,Timeout
COMPLEX OBSTACLE_25,COMPLEX OBSTACLE,Champion,False,True,False,9.165809680820194,7.292852,368,36.800000000000004,8.339753,0.3008372187614441,0.22662428,-0.022235787,0.1696589,0.9728260869565217,0.0,0.02717391304347826,0,0.0,False,False,False,False,0.14804105,True,51,57,0.3743613064289093,True,False,Collision
COMPLEX OBSTACLE_26,COMPLEX OBSTACLE,Champion,True,False,False,5.714905632926805,1.1693947,466,46.6,7.757238,0.30053046345710754,0.1635007,0.0010975853,0.19942571,0.8218884120171673,0.0,0.1781115879828326,0,0.0,False,False,True,True,0.22145076,True,223,226,0.40789076685905457,True,True,Success
COMPLEX OBSTACLE_27,COMPLEX OBSTACLE,Champion,False,False,True,7.340380764896453,8.917422,800,80.0,11.0572405,0.4164797067642212,0.011199009,0.0127948085,0.11260534,0.325,0.56125,0.11375,0,0.0,False,False,False,False,0.022852845,True,534,-1,-1.0,False,False,Timeout
COMPLEX OBSTACLE_28,COMPLEX OBSTACLE,Champion,False,True,False,6.168810446289273,1.2425432,232,23.200000000000003,3.485705,0.3010292947292328,0.14537132,-0.05167463,0.201378,0.7241379310344828,0.017241379310344827,0.25862068965517243,0,0.0,True,False,False,False,0.17833379,True,173,-1,-1.0,False,False,Collision
COMPLEX OBSTACLE_29,COMPLEX OBSTACLE,Champion,False,True,False,5.348364123222155,9.3863945,235,23.5,3.3064997,0.3027198314666748,0.05423727,-0.10065681,0.26783034,0.6042553191489362,0.3021276595744681,0.09361702127659574,0,0.0,True,False,False,False,0.1803662,True,138,156,0.4499015212059021,True,False,Collision
COMPLEX OBSTACLE_30,COMPLEX OBSTACLE,Champion,False,False,True,3.9536941623341995,1.2386111,800,80.0,6.0499406,0.9183782339096069,-0.075624324,-0.07805713,0.08502223,0.0,0.9375,0.0625,0,0.0,False,False,False,False,0.0,True,-1,-1,-1.0,False,False,Timeout
TOP_LEFT_1,TOP_LEFT,Champion,True,False,False,8.087984826760298,1.1763159,546,54.6,8.013911,0.3184221088886261,0.14600947,-0.034802545,0.14769644,0.9340659340659341,0.0018315018315018315,0.0641025641025641,0,0.0,False,False,True,True,0.22353145,True,104,257,0.4479413628578186,True,True,Success
TOP_LEFT_2,TOP_LEFT,Champion,False,True,False,4.911520644563392,8.659749,225,22.5,3.3018525,0.30395713448524475,0.061914053,-0.104320355,0.26683423,0.68,0.29777777777777775,0.022222222222222223,0,0.0,True,False,False,False,0.18893962,True,138,153,0.4313367009162903,True,False,Collision
TOP_LEFT_3,TOP_LEFT,Champion,True,False,False,5.347241529139723,1.1826844,388,38.800000000000004,6.4639654,0.30024778842926025,0.16160299,-0.11325017,0.22909027,0.9381443298969072,0.023195876288659795,0.03865979381443299,0,0.0,False,False,True,True,0.2541061,True,151,284,0.3371141850948334,True,True,Success
TOP_LEFT_4,TOP_LEFT,Champion,False,True,False,7.65773134703719,1.2501447,427,42.7,6.9659185,0.30090421438217163,0.09048293,-0.22185087,0.247898,0.6908665105386417,0.25995316159250587,0.04918032786885246,0,0.0,False,False,False,False,0.3285751,True,188,326,0.4323301315307617,True,False,Collision
TOP_LEFT_5,TOP_LEFT,Champion,True,False,False,6.238253145957749,1.1732578,491,49.1,7.5393558,0.3011088967323303,0.1223428,-0.106882185,0.20973669,0.8167006109979633,0.12219959266802444,0.06109979633401222,0,0.0,False,False,True,True,0.33868638,True,318,318,0.4434020519256592,True,True,Success
TOP_LEFT_6,TOP_LEFT,Champion,False,True,False,4.95194829050726,8.930789,249,24.900000000000002,3.4922512,0.30253949761390686,0.05742443,-0.083366774,0.27310833,0.6586345381526104,0.2971887550200803,0.04417670682730924,0,0.0,False,False,False,False,0.22240536,True,146,161,0.4360761046409607,True,False,Collision
TOP_LEFT_7,TOP_LEFT,Champion,False,False,True,7.964748214816738,1.2548449,800,80.0,10.755235,0.3686315715312958,0.03735591,-0.11069937,0.14565895,0.53125,0.44,0.02875,0,0.0,False,False,False,False,0.21253176,True,458,459,0.4275168180465698,True,False,Timeout
TOP_LEFT_8,TOP_LEFT,Champion,False,False,True,5.180895151469221,1.2169518,800,80.0,5.9200706,0.9349397420883179,-0.073994115,-0.076862544,0.08593515,0.0,0.90625,0.09375,0,0.0,False,False,False,False,0.0,True,-1,-1,-1.0,False,False,Timeout
TOP_LEFT_9,TOP_LEFT,Champion,True,False,False,3.420116531966094,1.1999853,340,34.0,5.3004675,0.3153577148914337,0.034147665,-0.15582272,0.1700212,0.5441176470588235,0.45,0.0058823529411764705,0,0.0,False,False,True,True,0.13100098,True,231,267,0.3758445382118225,True,True,Success
TOP_LEFT_10,TOP_LEFT,Champion,False,False,True,5.948869084391419,1.2123368,800,80.0,5.889433,0.9193323850631714,-0.073617965,-0.06893966,0.07586856,0.0,0.87125,0.12875,0,0.0,False,False,False,False,0.0,True,-1,-1,-1.0,False,False,Timeout
TOP_RIGHT_1,TOP_RIGHT,Champion,False,True,False,5.657276802021057,1.2194589,275,27.5,5.482474,0.30014488101005554,0.19570257,-0.046838984,0.27141422,0.9272727272727272,0.01090909090909091,0.06181818181818182,0,0.0,False,False,False,False,0.3322374,True,17,17,0.43546563386917114,True,False,Collision
TOP_RIGHT_2,TOP_RIGHT,Champion,True,False,False,5.477881239163152,1.1725935,280,28.0,5.826567,0.3002749979496002,0.20809174,-0.012785165,0.23572889,0.9714285714285714,0.0,0.02857142857142857,0,0.0,False,False,True,True,0.23751244,True,197,197,0.4418995976448059,True,True,Success
TOP_RIGHT_3,TOP_RIGHT,Champion,True,False,False,7.6698277954531004,1.1771502,356,35.6,7.169742,0.5167190432548523,0.2013867,-0.072295934,0.1600556,0.9719101123595506,0.0,0.028089887640449437,0,0.0,False,False,False,False,0.0,True,-1,-1,-1.0,False,True,Success
TOP_RIGHT_4,TOP_RIGHT,Champion,False,False,True,5.1585589952252855,12.0,800,80.0,11.74549,0.8598794937133789,-0.060907852,0.00034398568,0.14825918,0.22375,0.72125,0.055,0,0.0,False,False,False,False,0.0,True,-1,-1,-1.0,False,False,Timeout
TOP_RIGHT_5,TOP_RIGHT,Champion,True,False,False,8.205965231714119,1.1949286,509,50.900000000000006,8.972266,0.3020658791065216,0.17607155,-0.08297896,0.18114342,0.9705304518664047,0.0,0.029469548133595286,0,0.0,False,False,True,True,0.10665805,True,212,-1,-1.0,False,True,Success
TOP_RIGHT_6,TOP_RIGHT,Champion,False,False,True,6.460617349232938,11.402913,800,80.0,9.779709,0.8497650623321533,-0.020700872,-0.015539012,0.08738565,0.18,0.6425,0.1775,0,0.0,False,False,False,False,0.0,True,-1,-1,-1.0,False,False,Timeout
TOP_RIGHT_7,TOP_RIGHT,Champion,False,True,False,5.834426152895505,1.2197802,258,25.8,4.9973693,0.30091243982315063,0.19151919,-0.067065716,0.23238115,0.8953488372093024,0.003875968992248062,0.10077519379844961,0,0.0,False,False,False,False,0.21935722,True,198,204,0.3462044596672058,True,False,Collision
TOP_RIGHT_8,TOP_RIGHT,Champion,False,False,True,7.055516775672517,12.0,800,80.0,8.887035,0.9373389482498169,-0.020686485,-0.010710566,0.040027484,0.15125,0.7575,0.09125,0,0.0,False,False,False,False,0.0,True,-1,-1,-1.0,False,False,Timeout
TOP_RIGHT_9,TOP_RIGHT,Champion,True,False,False,6.938621840362836,1.1935296,363,36.300000000000004,7.4668407,0.3039274513721466,0.20523815,-0.06367792,0.17096132,0.977961432506887,0.0027548209366391185,0.01928374655647383,0,0.0,False,False,True,True,0.18052058,True,204,204,0.44785964488983154,True,True,Success
TOP_RIGHT_10,TOP_RIGHT,Champion,False,False,True,6.7653507887467885,12.0,800,80.0,11.660965,0.8640745282173157,-0.060941614,-0.0034500977,0.13760269,0.21625,0.73,0.05375,0,0.0,False,False,False,False,0.0,True,-1,-1,-1.0,False,False,Timeout
BOTTOM_LEFT_1,BOTTOM_LEFT,Champion,True,False,False,4.529803246777972,1.1950816,257,25.700000000000003,4.874406,0.9028764367103577,0.18951891,-0.19298635,0.28706908,0.953307392996109,0.0,0.04669260700389105,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
BOTTOM_LEFT_2,BOTTOM_LEFT,Champion,False,True,False,8.465336785913925,5.2610703,343,34.300000000000004,8.425455,0.30102699995040894,0.24475649,-0.06450827,0.19597018,0.9504373177842566,0.0029154518950437317,0.04664723032069971,0,0.0,True,False,False,False,0.06385289,True,294,-1,-1.0,False,False,Collision
BOTTOM_LEFT_3,BOTTOM_LEFT,Champion,True,False,False,6.00739359781193,1.1850427,322,32.2,6.0774055,0.527390718460083,0.18825366,-0.17408235,0.26283893,0.937888198757764,0.003105590062111801,0.059006211180124224,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
BOTTOM_LEFT_4,BOTTOM_LEFT,Champion,False,False,True,7.960226954864958,12.0,800,80.0,8.879779,0.3000512421131134,0.0024264432,-0.035161924,0.1082175,0.2125,0.775,0.0125,0,0.0,False,False,False,False,0.06472194,True,166,-1,-1.0,False,False,Timeout
BOTTOM_LEFT_5,BOTTOM_LEFT,Champion,True,False,False,7.6150164330531664,1.1658602,389,38.900000000000006,7.1186805,0.30043458938598633,0.18224676,-0.15653962,0.22438882,0.9254498714652957,0.005141388174807198,0.06940874035989718,0,0.0,False,False,True,True,0.14548165,False,208,217,0.30043458938598633,True,True,Success
BOTTOM_LEFT_6,BOTTOM_LEFT,Champion,False,True,False,6.176967516473907,4.127865,310,31.0,7.161087,0.30052974820137024,0.23001948,-0.04783492,0.21494925,0.9064516129032258,0.0032258064516129032,0.09032258064516129,0,0.0,False,False,False,False,0.16258428,True,250,250,0.44054532051086426,True,False,Collision
BOTTOM_LEFT_7,BOTTOM_LEFT,Champion,True,False,False,6.588484798438648,1.1704211,358,35.800000000000004,6.6714296,0.3008286952972412,0.18572086,-0.16085951,0.25391534,0.9357541899441341,0.0,0.06424581005586592,0,0.0,False,False,True,True,0.21609353,True,207,214,0.3101785480976105,True,True,Success
BOTTOM_LEFT_8,BOTTOM_LEFT,Champion,False,True,False,7.258398681078233,5.648364,307,30.700000000000003,7.52346,0.30112770199775696,0.24413414,-0.046607133,0.22471489,0.8762214983713354,0.003257328990228013,0.12052117263843648,0,0.0,False,False,False,False,0.24627714,True,259,259,0.4294392764568329,True,False,Collision
BOTTOM_LEFT_9,BOTTOM_LEFT,Champion,False,True,False,8.432833357194031,1.2144324,244,24.400000000000002,4.7955446,0.3001483380794525,0.19588797,-0.16961998,0.28548187,0.9549180327868853,0.0,0.045081967213114756,0,0.0,False,False,False,False,0.28476462,True,215,215,0.44844114780426025,True,False,Collision
BOTTOM_LEFT_10,BOTTOM_LEFT,Champion,False,True,False,4.976173469321714,1.7513813,346,34.6,7.0922217,0.3007517158985138,0.20428623,-0.027414028,0.22386762,0.9219653179190751,0.0,0.07803468208092486,0,0.0,False,False,False,False,0.10614404,False,274,294,0.3083936870098114,True,False,Collision
BOTTOM_RIGHT_1,BOTTOM_RIGHT,Champion,False,False,True,3.3142323690184345,1.2233688,800,80.0,6.805492,0.5403373837471008,-0.057063237,-0.09876683,0.13589911,0.085,0.795,0.12,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,False,Timeout
BOTTOM_RIGHT_2,BOTTOM_RIGHT,Champion,False,False,True,7.394564664810657,1.244828,800,80.0,6.7988977,0.3001854419708252,0.009493907,-0.045447577,0.11491207,0.24875,0.29875,0.4525,0,0.0,False,False,False,False,0.09307752,True,172,776,0.3184390962123871,True,False,Timeout
BOTTOM_RIGHT_3,BOTTOM_RIGHT,Champion,True,False,False,5.399958197809888,1.1786046,226,22.6,5.026153,0.3722662329673767,0.22239636,-3.3071283e-05,0.18633868,0.9778761061946902,0.0,0.022123893805309734,0,0.0,False,False,True,False,0.21868792,False,171,171,0.44300714135169983,True,True,Success
BOTTOM_RIGHT_4,BOTTOM_RIGHT,Champion,True,False,False,6.968203125913328,1.1767073,345,34.5,6.661895,0.3058890104293823,0.19133292,-0.031665016,0.1816637,0.9739130434782609,0.008695652173913044,0.017391304347826087,0,0.0,False,False,True,True,0.071103945,False,164,-1,-1.0,False,True,Success
BOTTOM_RIGHT_5,BOTTOM_RIGHT,Champion,False,False,True,6.85537001578143,8.822177,800,80.0,7.8157387,0.5112863183021545,-0.0065947794,-0.041300394,0.060933936,0.205,0.54875,0.24625,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,False,Timeout
BOTTOM_RIGHT_6,BOTTOM_RIGHT,Champion,True,False,False,7.211465396942566,1.1804229,302,30.200000000000003,5.9544487,0.9119831323623657,0.19661237,-0.07390783,0.13210106,0.9536423841059603,0.0,0.046357615894039736,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
BOTTOM_RIGHT_7,BOTTOM_RIGHT,Champion,False,False,True,5.605283427363893,6.98357,800,80.0,9.328801,0.33966249227523804,-8.039186e-05,-0.018474353,0.059501052,0.21875,0.62875,0.1525,0,0.0,False,False,False,False,0.21806309,False,47,48,0.433299720287323,True,False,Timeout
BOTTOM_RIGHT_8,BOTTOM_RIGHT,Champion,True,False,False,5.402411342892908,1.1976274,238,23.8,4.285949,0.30073225498199463,0.17635432,-0.1133218,0.19317755,0.9411764705882353,0.012605042016806723,0.046218487394957986,0,0.0,False,False,True,True,0.08056667,False,173,-1,-1.0,False,True,Success
BOTTOM_RIGHT_9,BOTTOM_RIGHT,Champion,False,True,False,6.186932525634455,1.8985379,226,22.6,3.6286674,0.30139926075935364,0.15742154,0.0054833973,0.2097249,0.8628318584070797,0.01327433628318584,0.12389380530973451,0,0.0,False,False,False,False,0.25873432,True,56,56,0.43782296776771545,True,False,Collision
BOTTOM_RIGHT_10,BOTTOM_RIGHT,Champion,True,False,False,3.339471646666123,1.1819308,156,15.600000000000001,2.538543,0.468827486038208,0.15894055,-0.16334797,0.24739043,0.8717948717948718,0.01282051282051282,0.11538461538461539,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
RANDOM_1,RANDOM,Champion,True,False,False,5.802096279607034,1.1955161,239,23.900000000000002,5.490337,0.6591951847076416,0.2297213,0.0009852357,0.18118328,0.9874476987447699,0.0,0.012552301255230125,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
RANDOM_2,RANDOM,Champion,True,False,False,3.471909581120444,1.2198443,163,16.3,3.790933,0.7454988360404968,0.23251708,-0.06803141,0.22250322,0.9631901840490797,0.0,0.03680981595092025,0,0.0,False,False,False,False,0.0,True,-1,-1,-1.0,False,True,Success
RANDOM_3,RANDOM,Champion,False,True,False,6.680948225482649,11.801798,97,9.700000000000001,1.7815901,0.30070409178733826,0.18269682,-0.18626626,0.2778354,0.9484536082474226,0.0,0.05154639175257732,0,0.0,False,False,False,False,0.25413617,True,50,50,0.44664227962493896,True,False,Collision
RANDOM_4,RANDOM,Champion,True,False,False,4.578605600659657,1.1868092,280,28.0,4.575581,0.5735726356506348,0.16277188,-0.1562071,0.21940848,0.9535714285714286,0.0,0.04642857142857143,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
RANDOM_5,RANDOM,Champion,False,False,True,5.100827160127576,4.5280046,800,80.0,10.584479,0.3000085651874542,0.036194768,-0.014246026,0.0944032,0.32875,0.65875,0.0125,0,0.0,False,False,False,False,0.02151793,False,179,265,0.4183349013328552,True,False,Timeout
RANDOM_6,RANDOM,Champion,True,False,False,5.0715442869915535,1.169912,296,29.6,5.476108,0.30242952704429626,0.1829894,-0.16340403,0.26864755,0.9391891891891891,0.010135135135135136,0.05067567567567568,0,0.0,False,False,True,True,0.310957,False,223,223,0.44204944372177124,True,True,Success
RANDOM_7,RANDOM,Champion,True,False,False,6.077169001967735,1.1917107,270,27.0,7.2390103,0.9470233917236328,0.2676066,0.04407892,0.1554322,0.9851851851851852,0.0,0.014814814814814815,0,0.0,False,False,False,False,0.0,True,-1,-1,-1.0,False,True,Success
RANDOM_8,RANDOM,Champion,True,False,False,1.5490466442925073,1.1996201,99,9.9,1.8749573,0.8632125854492188,0.18551424,-0.2701841,0.4275993,0.898989898989899,0.020202020202020204,0.08080808080808081,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
RANDOM_9,RANDOM,Champion,True,False,False,3.258292197937629,1.1867807,395,39.5,6.073748,0.355053573846817,0.01840943,-0.150861,0.18691386,0.4835443037974684,0.49873417721518987,0.017721518987341773,0,0.0,False,False,True,False,0.14763862,True,285,300,0.355053573846817,True,True,Success
RANDOM_10,RANDOM,Champion,False,True,False,6.618611201139298,6.775426,211,21.1,4.724679,0.3003905117511749,0.22232266,-0.14318684,0.26735342,0.8009478672985783,0.004739336492890996,0.1943127962085308,0,0.0,True,False,False,False,0.13631657,False,168,168,0.44899970293045044,True,False,Collision
RANDOM_11,RANDOM,Champion,True,False,False,7.862711305068345,1.1714517,539,53.900000000000006,8.463038,0.30223220586776733,0.15659428,-0.10507167,0.20400019,0.9424860853432282,0.0018552875695732839,0.055658627087198514,0,0.0,False,False,True,True,0.28812057,True,272,272,0.43543559312820435,True,True,Success
RANDOM_12,RANDOM,Champion,False,False,True,4.288873002370081,4.024641,800,80.0,10.006964,0.3004041910171509,0.029049389,-0.008531251,0.08546305,0.29375,0.6925,0.01375,0,0.0,False,False,False,False,0.024478333,False,237,237,0.4406609535217285,True,False,Timeout
RANDOM_13,RANDOM,Champion,True,False,False,4.902464626322522,1.181839,365,36.5,5.32151,0.4870162010192871,0.07794439,0.00061940757,0.13321365,0.6602739726027397,0.3095890410958904,0.030136986301369864,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
RANDOM_14,RANDOM,Champion,False,False,True,4.583428265942262,4.9192133,800,80.0,10.449319,0.3001444935798645,0.02902109,-0.014713086,0.11171713,0.30875,0.675,0.01625,0,0.0,False,False,False,False,0.027079144,False,251,252,0.42748790979385376,True,False,Timeout
RANDOM_15,RANDOM,Champion,True,False,False,5.769851659548381,1.1893688,248,24.8,5.8017945,0.9205862283706665,0.2337734,-0.09084292,0.18769805,0.9879032258064516,0.0,0.012096774193548387,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
RANDOM_16,RANDOM,Champion,True,False,False,2.6784857599597065,1.1955942,215,21.5,4.3862457,0.4059388041496277,0.20326781,-0.034031164,0.3314804,0.9302325581395349,0.004651162790697674,0.06511627906976744,0,0.0,False,False,True,False,0.11311567,False,192,-1,-1.0,False,True,Success
RANDOM_17,RANDOM,Champion,True,False,False,1.6646457107108186,1.1889744,95,9.5,1.5265292,0.9051380157470703,0.1595675,-0.37940252,0.39932078,0.8105263157894737,0.0,0.18947368421052632,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
RANDOM_18,RANDOM,Champion,False,True,False,8.583854549749542,5.151042,374,37.4,8.486576,0.30119451880455017,0.21777537,0.03052997,0.14552093,0.9331550802139037,0.045454545454545456,0.0213903743315508,0,0.0,True,False,False,False,0.07873223,True,327,-1,-1.0,False,False,Collision
RANDOM_19,RANDOM,Champion,True,False,False,6.948799692406849,1.177796,360,36.0,6.9650903,0.3063434660434723,0.19226153,-0.038556032,0.15858212,0.9555555555555556,0.005555555555555556,0.03888888888888889,0,0.0,False,False,True,True,0.15200946,True,162,170,0.3130929172039032,True,True,Success
RANDOM_20,RANDOM,Champion,True,False,False,7.172389149462723,1.1877245,329,32.9,6.756244,0.47350725531578064,0.20535703,0.006073191,0.1408932,1.0,0.0,0.0,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
EASY / OPEN_1,EASY / OPEN,Stage-A,True,False,False,2.9928030322887293,1.1725764,172,17.2,3.5248897,0.3093186318874359,0.20471749,-0.16485853,0.32898447,0.9767441860465116,0.0,0.023255813953488372,0,0.0,False,False,True,True,0.41137305,False,162,164,0.4075654149055481,True,True,Success
EASY / OPEN_2,EASY / OPEN,Stage-A,False,True,False,6.12398965920149,4.9274836,215,21.5,5.269294,0.30440807342529297,0.24459921,-0.14220782,0.27780166,0.9627906976744186,0.0,0.037209302325581395,0,0.0,True,False,False,False,0.20579843,False,172,-1,-1.0,False,False,Collision
EASY / OPEN_3,EASY / OPEN,Stage-A,True,False,False,5.637265605123043,1.1964235,302,30.200000000000003,6.9181266,0.3652225136756897,0.2285065,-0.15675247,0.32339916,0.956953642384106,0.0033112582781456954,0.039735099337748346,0,0.0,False,False,True,False,0.5617097,False,287,287,0.4493497610092163,True,True,Success
EASY / OPEN_4,EASY / OPEN,Stage-A,True,False,False,6.3009520966860295,1.1687763,514,51.400000000000006,9.160404,0.7789426445960999,0.013137819,-0.070266575,0.1329631,0.3852140077821012,0.6050583657587548,0.009727626459143969,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
EASY / OPEN_5,EASY / OPEN,Stage-A,True,False,False,5.53515620678069,1.1856176,250,25.0,6.420456,0.8782469034194946,0.2568184,-0.07868685,0.23281915,0.992,0.0,0.008,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
EASY / OPEN_6,EASY / OPEN,Stage-A,True,False,False,6.477223075288859,1.181019,258,25.8,7.089548,0.8764272928237915,0.2747891,0.040323928,0.16619954,1.0,0.0,0.0,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
EASY / OPEN_7,EASY / OPEN,Stage-A,True,False,False,6.565524927980266,1.1926651,254,25.400000000000002,6.080773,0.9278171062469482,0.23940048,-0.034824993,0.1514374,0.9921259842519685,0.0,0.007874015748031496,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
EASY / OPEN_8,EASY / OPEN,Stage-A,True,False,False,4.364662785060325,1.187826,274,27.400000000000002,6.8199754,0.5983456969261169,0.24862152,-0.020346802,0.2825269,0.9781021897810219,0.0,0.021897810218978103,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
EASY / OPEN_9,EASY / OPEN,Stage-A,True,False,False,4.217305433892203,1.1760147,243,24.3,5.7853365,0.7548131942749023,0.23807989,-0.11967686,0.33632275,0.9958847736625515,0.0,0.00411522633744856,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
EASY / OPEN_10,EASY / OPEN,Stage-A,True,False,False,6.711510929014312,1.1918211,546,54.6,9.697265,0.8464045524597168,0.016688697,-0.06176512,0.1286804,0.4010989010989011,0.5879120879120879,0.01098901098901099,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
EASY / OPEN_11,EASY / OPEN,Stage-A,True,False,False,5.321360167458141,1.1609845,226,22.6,4.7592506,0.7292640209197998,0.21058638,-0.1222032,0.20909229,0.9823008849557522,0.0,0.017699115044247787,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
EASY / OPEN_12,EASY / OPEN,Stage-A,False,True,False,4.88672409932348,1.2796589,257,25.700000000000003,5.845355,0.3001236915588379,0.22744592,-0.025827039,0.3645403,0.9961089494163424,0.0,0.0038910505836575876,0,0.0,False,False,False,False,0.370078,False,171,171,0.4463765323162079,True,False,Collision
EASY / OPEN_13,EASY / OPEN,Stage-A,True,False,False,4.328045537572764,1.1799858,192,19.200000000000003,3.8835676,0.6971737146377563,0.20226918,-0.17137551,0.23473305,0.96875,0.0,0.03125,0,0.0,False,False,False,False,0.0,False,-1,-1,-1.0,False,True,Success
EASY / OPEN_14,EASY / OPEN,Stage-A,False,True,False,4.670243380555228,7.960643,156,15.600000000000001,2.3554485,0.3004990220069885,0.15089682,-0.012150822,0.24734725,0.8653846153846154,0.0,0.1346153846153846,0,0.0,False,False,False,False,0.21960051,False,62,64,0.4284706115722656,True,False,Collision
EASY / OPEN_15,EASY / OPEN,Stage-A,True,False,False,5.416722803217775,1.185805,242,24.200000000000003,4.4942236,0.3031879961490631,0.1850658,-0.103044845,0.1885656,0.9669421487603306,0.0,0.03305785123966942,0,0.0,False,False,True,True,0.23559016,False,168,216,0.3214010000228882,True,True,Success
EASY / OPEN_16,EASY / OPEN,Stage-A,True,False,False,5.284805933609274,1.1932813,279,27.900000000000002,7.262792,0.3539969027042389,0.26031527,0.056666397,0.23651697,0.985663082437276,0.0,0.014336917562724014,0,0.0,False,False,True,False,0.24918893,False,44,45,0.4312978982925415,True,True,Success
