episode_id,scenario_class,strict_success,failure_reason,final_distance,path_length,steps,min_clearance,wall_bypass_attempted
72,random,0,COLLISION,0.5542423605052058,20.686705974945777,491,0.30002304911613464,0
73,random,0,COLLISION,0.47026671684933546,14.225341848073919,366,0.3000268340110779,0
74,random,1,NONE,0.22828184669337062,9.925457190807062,329,0.3857439160346985,0
75,random,1,NONE,0.2455755367107048,11.622606185939386,250,0.6495069861412048,0
76,random,1,NONE,0.24480496600437845,5.695857753024653,211,0.39794373512268066,0
77,random,1,NONE,0.24914728645088935,12.211341677548154,168,0.594131588935852,0
78,random,0,COLLISION,0.5829346892811923,15.272930028759722,493,0.30005714297294617,0
79,random,1,NONE,0.24574041545946568,14.14336758764951,290,0.4845333397388458,0
80,random,0,COLLISION,6.370998609579443,8.137283445672491,109,0.3001236319541931,0
81,random,0,COLLISION,0.3942684110947339,8.172620825900651,321,0.30000758171081543,0
82,random,1,NONE,0.2473869625035344,30.966885930853206,547,0.3000015914440155,0
83,random,1,NONE,0.223254844989909,17.496443504344274,185,0.5871667861938477,0
84,random,1,NONE,0.24564563676526008,7.548172955606069,214,0.5844199657440186,0
85,random,1,NONE,0.2418453071323192,11.8117030787386,228,0.36349281668663025,0
86,random,1,NONE,0.22998530259694416,13.497450892952047,501,0.5591127872467041,0
87,random,0,COLLISION,0.39253487070485366,13.268345043502146,217,0.30027997493743896,0
88,random,1,NONE,0.24712106220251823,11.311850038311484,356,0.3000105619430542,0
89,random,1,NONE,0.2162865274420372,8.953339343730958,518,0.3000037968158722,0
90,random,0,COLLISION,0.37705318737756066,11.794433033102772,308,0.3000035285949707,0
91,random,1,NONE,0.23268262917936514,19.38823025207761,406,0.3004946708679199,0
92,random,1,NONE,0.23385875050684446,5.261694497577811,192,0.4155512750148773,0
93,random,1,NONE,0.24149496278449745,8.722497416190334,291,0.31802934408187866,0
94,random,0,COLLISION,1.234718796547945,10.90345632722339,432,0.3001146614551544,0
95,random,1,NONE,0.247812780524418,2.4523921001223674,83,0.9157942533493042,0
96,random,0,COLLISION,1.5124017022840153,6.291185483009774,191,0.30005431175231934,0
97,random,1,NONE,0.24989431988738986,8.936394656156518,235,0.57579505443573,0
98,random,1,NONE,0.2492148380698879,8.163444595395369,252,0.39779072999954224,0
99,random,0,COLLISION,6.000819829745921,7.084695843270288,127,0.3000781238079071,0
100,random,1,NONE,0.24818803359116332,10.298782908685311,387,0.3000122010707855,0
101,random,1,NONE,0.240180566930209,7.459099059280645,244,0.3932482898235321,0
102,random,1,NONE,0.24111079924637954,6.756350631406837,261,0.30054712295532227,0
103,random,1,NONE,0.24582972679316767,3.3366573171110696,97,0.8152898550033569,0
104,random,1,NONE,0.24902798515563965,10.802665443747566,359,0.45155617594718933,0
105,random,0,TIMEOUT,1.517686918739063,17.70067694097979,600,0.3002024292945862,0
106,random,0,COLLISION,3.0786171205413275,9.67500255570536,102,0.3000151216983795,0
107,random,0,TIMEOUT,0.5853245212747162,9.340196696892821,600,0.30004653334617615,0
108,random,1,NONE,0.24579107764017846,10.588650903408132,265,0.590218186378479,0
109,random,1,NONE,0.2348639841929043,6.202987072556263,204,0.5574570298194885,0
110,random,0,COLLISION,0.5294440309637412,12.064706122338837,372,0.3001949191093445,0
111,random,0,TIMEOUT,1.3635849494994443,19.943597667086113,600,0.3000795543193817,0
112,random,0,COLLISION,0.7330458188527659,12.415847491714231,470,0.30002856254577637,0
113,random,1,NONE,0.2364230223940092,10.753589084987107,425,0.32029515504837036,0
114,random,1,NONE,0.24396833446118563,14.276611559242603,318,0.3005220890045166,0
115,random,1,NONE,0.24735417864374354,4.315219456930248,169,0.4591484069824219,0
116,random,0,TIMEOUT,9.647984103832115,12.049419869753867,600,0.30061063170433044,0
117,random,0,COLLISION,4.120574855902153,3.9727583061781493,158,0.3000050187110901,0
118,random,1,NONE,0.24488041570525249,4.7181715231354175,150,0.6164422035217285,0
119,random,0,COLLISION,0.4294021253229222,10.916921538044663,436,0.3000202775001526,0
120,random,0,COLLISION,4.428939418813162,10.488460312472357,140,0.30003222823143005,0
121,random,1,NONE,0.24737647251262568,9.747383706306339,322,0.35321465134620667,0
122,random,1,NONE,0.24928477556152365,13.389546622662372,304,0.3202304542064667,0
123,random,1,NONE,0.2496353065258202,14.26687692080884,256,0.7534514665603638,0
124,random,0,COLLISION,0.5061750033738435,29.665202110944044,579,0.3000239133834839,0
125,random,1,NONE,0.2433275800892325,7.966965545208041,150,0.7105161547660828,0
126,random,1,NONE,0.23214318136014184,9.397521599204357,273,0.4937589168548584,0
127,random,1,NONE,0.23172152979321992,8.244354348100032,248,0.8471869230270386,0
128,random,0,COLLISION,5.158701027283724,12.617259261101658,176,0.30004462599754333,0
129,random,1,NONE,0.24022853645767972,7.517553868948005,229,0.9245465993881226,0
130,random,1,NONE,0.22920796041001557,20.25781540653187,390,0.41143256425857544,0
131,random,1,NONE,0.2415536764415802,4.401549529159835,138,0.7157957553863525,0
132,random,1,NONE,0.24205173276041858,8.92907718483882,284,0.470769464969635,0
133,random,0,COLLISION,0.36231374661867216,16.57473521673916,430,0.30000075697898865,0
134,random,1,NONE,0.24345208248089698,9.019116862833718,257,0.5028416514396667,0
135,random,1,NONE,0.24021403212902884,19.79661988112859,282,0.30022528767585754,0
136,random,1,NONE,0.2495234804184478,12.65196110272659,259,0.40926915407180786,0
