event_id,episode,step,target_clearance,min_lidar_clearance,clearance_change,goal_distance,normalized_linear_action,normalized_angular_action,linear_velocity,angular_velocity,reward_progress,reward_clearance,reward_turning,reward_inflation,reward_time,reward_reverse_recovery,reward_total
12,16,276,0.3,0.3000401258468628,-0.0004754066467285156,2.2108235037669304,-0.016652211546897888,0.05654037743806839,0.013486142419704718,0.06185417346998861,-0.01683056035360453,0.002377033233642578,-0.001289211263176846,-0.05,-0.05,0.0,-0.11098867191585364
14,18,238,0.5,0.5012960433959961,0.0029944777488708496,3.959885516586111,-0.08970113843679428,0.010596640408039093,0.02992425549491216,0.025070654267983713,0.03860342318006582,-0.014972388744354248,-4.528382239934907e-05,0.0,-0.05,0.0,-0.02641424938668778
14,18,252,0.45,0.44865280389785767,0.006601870059967041,3.9046356145430323,0.07499518990516663,0.003427702933549881,0.07558757271336444,0.009049812524359786,0.09998888676087336,-0.03300920128822327,-4.73819616374077e-06,0.0,-0.05,0.0,0.006479254276547431
14,18,257,0.4,0.4059608578681946,0.012262731790542603,3.8559988271600516,0.3145686686038971,-0.0007574893534183502,0.1416794507756087,-1.6919109585111607e-05,0.1899119076866751,-0.06131380796432495,-2.3139807981223836e-07,0.0,-0.05,0.0,-0.059485423103988896
14,18,261,0.35,0.3416045606136322,0.01980358362197876,3.7787587679167802,0.6983082294464111,-0.07860960811376572,0.2524500302005317,-0.22012612807581047,0.35262700637527455,-0.0990179181098938,-0.002492056858319912,-0.05,-0.05,0.0,-0.44299047725230195
14,18,306,0.3,0.3000083565711975,-0.0005505979061126709,3.638896292463054,-0.04039204865694046,-0.0011346079409122467,0.012587842335622521,0.016150815677472875,-0.0011675839364744256,0.0027529895305633545,-5.191565312214774e-07,-0.05,-0.05,0.0,-0.09290913450131559
15,19,196,0.5,0.4931855797767639,0.017511487007141113,3.9232232931262923,0.46643951535224915,-0.011927023530006409,0.2097575105786262,0.07090967389058866,0.3487909760906138,-0.08755743503570557,-5.736814887426649e-05,0.0,-0.05,0.0,0.21117617290603402
15,19,199,0.45,0.4484158754348755,0.009343653917312622,3.8628458175465576,0.32667142152786255,-0.06364239752292633,0.2089866216882336,0.2352658807047862,0.28103824450776305,-0.04671826958656311,-0.0016334270686073607,0.0,-0.05,0.0,0.16226547180760292
15,19,203,0.4,0.40557175874710083,0.01519116759300232,3.7850962559225523,0.37381452322006226,-0.11745709925889969,0.15955989641659452,-0.2889119091828353,0.25467121537799065,-0.0759558379650116,-0.005563719504671519,-0.05,-0.05,0.0,-0.10798602840645535
15,19,206,0.35,0.35488101840019226,0.015554159879684448,3.73067961890559,0.40602239966392517,-0.13932709395885468,0.16671549005805128,-0.3588537754047564,0.2646005274725671,-0.07777079939842224,-0.007828487132691951,-0.05,-0.05,0.0,-0.3876235554490805
15,19,265,0.3,0.3000998795032501,-0.0030981898307800293,3.2246777090861376,-0.2823594808578491,0.013497143983840942,0.02868258487946704,0.04286587241411478,-0.008916674459151785,0.015490949153900146,-7.346668538617685e-05,-0.05,-0.05,0.0,-0.06251729368283754
17,23,210,0.5,0.49891072511672974,0.014670908451080322,3.98278411309561,0.1350097954273224,-0.05503503233194351,0.12419425824344006,-0.009624174861619882,0.22394076900661863,-0.07335454225540161,-0.001221476557202019,0.0,-0.05,0.0,0.09936475019401501
17,23,213,0.45,0.45572948455810547,0.01676034927368164,3.933804656062459,0.5280580520629883,-0.007248599082231522,0.20039340836749742,-0.0172159948562524,0.2573466270007674,-0.0838017463684082,-2.1189213840759228e-05,0.0,-0.05,0.0,0.0865474623337609
17,23,216,0.4,0.40423476696014404,0.021018385887145996,3.8786334115750014,0.5538572072982788,-0.05378596484661102,0.20720829171370195,-0.13157186112040947,0.30823310857746034,-0.10509192943572998,-0.001166660816239848,0.0,-0.05,0.0,-0.12876225638407623
17,23,219,0.35,0.33873897790908813,0.021030843257904053,3.810430548605239,0.8094086647033691,0.02993171662092209,0.2604587153398729,0.004783678782506787,0.34468077428597255,-0.10515421628952026,-0.00036130164107446404,0.0,-0.05,0.0,-0.44176004138174374
17,23,224,0.3,0.3012382686138153,-0.00023248791694641113,3.710849151635274,0.534703254699707,0.017419323325157166,0.20166528392497232,0.15779647535895705,0.2983175222733281,0.0011624395847320557,-0.00012236838970889466,-0.05,-0.05,0.0,0.20168247263781536
19,24,249,0.5,0.5013235211372375,0.020133495330810547,2.3470958448845445,0.7744344472885132,0.011158518493175507,0.2678713453761184,0.030420110500685427,0.21952802813513195,-0.10066747665405273,-5.021341509969304e-05,0.0,-0.05,0.0,0.06881033806597951
19,24,251,0.45,0.46002328395843506,0.02388286590576172,2.3201655948416904,0.6031613349914551,-0.007158711552619934,0.2606810565728098,0.1504097809204466,0.19771091148778286,-0.11941447854042053,-2.0666951093032695e-05,0.0,-0.05,0.0,-0.0379256240448603
19,24,254,0.4,0.3893284499645233,0.022779017686843872,2.2749152260840977,1.0,0.09710997343063354,0.32758952947351516,0.23228536562530286,0.23876292428990364,-0.11389508843421936,-0.003803070313841551,-0.05,-0.05,0.0,-0.3591196260829376
19,24,256,0.35,0.3413723111152649,0.02216958999633789,2.2452118078056547,0.7990875244140625,0.05823800712823868,0.27995658732307627,0.16354191169744442,0.21749525783872903,-0.11084794998168945,-0.0013677908524631134,-0.05,-0.05,0.0,-0.6598081828855602
19,24,282,0.3,0.30001893639564514,-0.002480536699295044,2.2163013343779485,-0.028980158269405365,0.05421425402164459,0.010021508493968927,0.05149808570113817,-0.014101019310668317,0.01240268349647522,-0.0011853146635616874,-0.05,-0.05,0.0,-0.07807828348480435
22,30,254,0.5,0.5013485550880432,0.003447979688644409,3.959384591387933,-0.07318325340747833,0.01123601570725441,0.03441664052424644,0.026779797671084037,0.04514163515185521,-0.017239898443222046,-5.0913313190100744e-05,0.0,-0.05,0.0,-0.022149176604556942
22,30,266,0.45,0.4529978036880493,0.007375389337539673,3.9076687405482966,0.10459710657596588,0.0018571093678474426,0.08375566834432574,0.004565860716216231,0.11230144078012483,-0.036876946687698364,-1.3908543267282927e-06,0.0,-0.05,0.0,0.01896582353341615
22,30,271,0.4,0.40596404671669006,0.013784080743789673,3.8539608610906138,0.38565072417259216,0.0004688873887062073,0.16106764242741115,0.0007026412424372818,0.21109847460823783,-0.06892040371894836,-8.866327897227411e-08,0.0,-0.05,0.0,-0.06722122130163095
22,30,274,0.35,0.35534796118736267,0.019587934017181396,3.7939979142420706,0.6533235311508179,-0.09010998904705048,0.2401242142083306,-0.25547210669098724,0.33860851029678063,-0.09793967008590698,-0.0032745570276372983,-0.05,-0.05,0.0,-0.4502437373322055
22,30,316,0.3,0.30006417632102966,-0.0005470216274261475,3.6390019521632735,-0.042632997035980225,-0.0006117038428783417,0.011447655087709402,0.018146095279873445,-0.0011856050323633127,0.0027351081371307373,-1.5089995217661854e-07,-0.05,-0.05,0.0,-0.09298043152092328
24,32,136,0.5,0.4911155104637146,0.026453465223312378,6.096070315809367,0.9424614906311035,0.007862180471420288,0.3132157880441118,0.01880018144826363,0.34282747204737785,-0.1322673261165619,-2.4928302238262815e-05,0.0,-0.05,0.0,0.1605352176285777
24,32,138,0.45,0.43699774146080017,0.02505055069923401,6.051734858617867,0.9968421459197998,0.06094192713499069,0.29861682787271754,0.03856216624021568,0.3259597754110777,-0.12525275349617004,-0.0014977490457946047,0.0,-0.05,0.0,-0.04143949254602042
24,32,139,0.4,0.41194719076156616,0.026641100645065308,6.029696054610471,0.5653084516525269,-0.0068389251828193665,0.2209225093088278,0.02654308792580871,0.33058206011093993,-0.13320550322532654,-1.88617676067927e-05,0.0,-0.05,0.0,-0.19734569774781052
24,32,141,0.35,0.36016663908958435,0.026594460010528564,5.986226308132331,0.5173728466033936,-0.009935043752193451,0.21504796885541042,0.051798862795495206,0.32767162045423515,-0.13297230005264282,-3.9805790452693476e-05,0.0,-0.05,0.0,-0.6531742857047174
24,32,147,0.3,0.3000399172306061,-0.010358542203903198,5.861103180073462,0.5946270227432251,0.008001372218132019,0.2184632551753294,0.02380938894500062,0.29227815901517573,0.05179271101951599,-2.5818774969421713e-05,0.0,-0.05,0.0,0.3976304732987543
