metric,Champion,Fine-tuned,Absolute_diff,Percent_diff
success,0.5066666666666667,0.68,0.17333333333333334,34.21052631578947
collision,0.3466666666666667,0.18666666666666668,-0.16,-46.15384615384615
timeout,0.14666666666666667,0.13333333333333333,-0.013333333333333336,-9.090909090909092
path_length,5.991096019744873,5.910849571228027,-0.0802464485168457,-1.3394285440444946
minimum_clearance,0.47415276726086936,0.4964578731854757,0.022305105924606328,4.704202414226237
no_turn_event,0.19333333333333333,0.1,-0.09333333333333332,-48.275862068965516
front_collision,0.0,0.0,0.0,
angular_velocity_when_clearance_below_0.45m,0.12835727234681446,0.12356503183643024,-0.004792240510384224,-3.733516942799974
