Clearance,Mean Angular Action,Mean Angular Vel,Mean Linear Vel,% Meaningful Turns
0.5,0.031624467298388484,0.061183785847809424,0.2130732191394317,0.0
0.45,0.026934735104441644,0.08638643253669599,0.22204540424884295,0.0
0.4,0.051328041777014735,0.11838905442806172,0.23206378822082532,0.0
0.35,0.07065595611929894,0.16528470261620626,0.24465899464119797,0.0
0.3,0.02054661475121975,0.048155013523070625,0.06394786924124363,0.0
