episode,step,robot_x,robot_y,robot_yaw,goal_x,goal_y,distance_to_goal,linear_vel,angular_vel,norm_action_linear,norm_action_angular,min_lidar,is_near_obstacle,progress_reward,clearance_reward,turning_penalty,inflation_penalty,sector_00,sector_01,sector_02,sector_03,sector_04,sector_05,sector_06,sector_07,sector_08,sector_09,sector_10,sector_11,sector_12,sector_13,sector_14,sector_15,sector_16,sector_17,sector_18,sector_19,sector_20,sector_21,sector_22,sector_23,sector_24,sector_25,sector_26,sector_27,sector_28,sector_29,sector_30,sector_31,sector_32,sector_33,sector_34,sector_35
13,213,-0.2972921034442009,0.7952826706468363,-1.3114,-0.9427211880683899,4.990172863006592,4.2443,-0.02495,-0.103715,-0.290728,-0.036519,0.6946,True,0.012636,0.003087,-0.000538,-0.05,0.7185,0.7654,0.8466,0.9805,1.2085,1.7001,1.7275,4.5808,4.5722,7.9776,5.8997,4.7501,4.4997,3.8174,4.0557,6.6594,8.3059,8.3404,7.5343,1.9749,2.0894,5.5346,5.8111,7.9266,8.1343,4.6317,1.983,1.1942,0.9429,0.9769,0.8528,0.7691,0.7205,0.6976,0.6946,0.6979
13,214,-0.29806119541066534,0.7960167102222696,-1.3139,-0.9427211880683899,4.990172863006592,4.2434,-0.025359,-0.102373,-0.292213,-0.036047,0.6952,True,0.012955,0.003286,-0.000524,-0.05,0.7187,0.7653,0.8459,0.979,1.2054,1.6989,1.7243,4.5827,4.5703,7.9709,5.9202,4.7614,4.4853,3.8216,4.0309,6.5928,8.3056,8.3383,7.5791,1.9858,2.0851,5.5157,5.7898,7.8835,8.1378,4.6696,2.0045,1.2022,0.9431,0.9769,0.8551,0.7708,0.7216,0.6984,0.6952,0.6984
13,215,-0.2988258693603562,0.796773059085194,-1.3163,-0.9427211880683899,4.990172863006592,4.2425,-0.02586,-0.101355,-0.294037,-0.035689,0.6959,True,0.013321,0.00349,-0.000514,-0.05,0.719,0.7652,0.8454,0.9777,1.2025,1.6978,1.7214,4.585,4.5689,7.9644,5.9406,4.7726,4.4711,3.8257,4.0067,6.5278,8.3053,8.3362,7.6242,1.9884,2.0809,5.5041,5.7689,7.8412,8.1412,8.0983,2.0266,1.2103,0.9433,0.9769,0.8574,0.7724,0.7229,0.6993,0.6959,0.6989
13,216,-0.2995889484123055,0.7975544231342835,-1.3188,-0.9427211880683899,4.990172863006592,4.2417,-0.026331,0.045702,-0.29575,0.016092,0.6986,True,0.017678,0.013461,-0.000104,-0.05,0.7217,0.768,0.8484,0.9811,1.2066,1.699,1.7234,4.5849,4.5689,7.9637,5.9406,4.7718,4.4692,3.8244,4.0032,6.517,8.3045,8.3351,7.632,1.9854,2.0776,5.5059,5.7625,7.8305,8.1415,8.0982,2.0405,1.2178,0.9427,0.9763,0.861,0.7756,0.7257,0.7021,0.6986,0.7016
13,217,-0.3002039057111947,0.7986524353687968,-1.3189,-0.9427211880683899,4.990172863006592,4.2405,-0.027871,0.065215,-0.30135,0.022963,0.7023,True,0.020817,0.018325,-0.000213,-0.05,0.7255,0.7721,0.853,0.9865,1.2133,1.7012,1.7275,4.584,4.5695,7.9649,5.9349,4.7677,4.4708,3.8218,4.0056,6.5214,8.3047,8.3355,7.6295,1.9826,2.0748,5.5048,5.7612,7.8301,8.1408,8.0975,2.053,1.2259,0.9423,0.9752,0.8653,0.7795,0.7295,0.7057,0.7023,0.7053
13,218,-0.30057404886142025,0.7999996838705052,-1.3188,-0.9427211880683899,4.990172863006592,4.2391,-0.028417,0.07014,-0.303335,0.024697,0.7061,True,0.02184,0.019312,-0.000246,-0.05,0.7296,0.7765,0.8579,0.9923,1.2206,1.7036,1.7321,4.5831,4.5703,7.9664,5.9292,4.764,4.4726,3.8196,4.0084,6.5263,6.6109,6.4956,6.4951,1.9803,2.0725,5.5037,5.762,7.8333,8.1402,8.0969,4.4855,1.234,0.9488,0.9741,0.8699,0.7837,0.7334,0.7096,0.7061,0.7092
13,219,-0.30096433222303076,0.8014128808731872,-1.3185,-0.9427211880683899,4.990172863006592,4.2376,-0.038857,0.193588,-0.3413,0.068165,0.7121,True,0.022431,0.029691,-0.001874,-0.05,0.7366,0.7847,0.8679,1.0051,1.2388,1.7086,1.7453,4.5783,4.5744,7.9779,5.8877,4.7403,4.4961,3.8099,4.0482,4.9707,4.7309,4.6486,4.6483,1.9762,2.0755,5.3873,5.7981,7.294,8.1351,4.6954,2.0516,1.2354,0.9507,0.9737,0.8743,0.7886,0.7387,0.7152,0.7121,0.7155
13,220,-0.30203635797955236,0.802761605871526,-1.3137,-0.9427211880683899,4.990172863006592,4.2361,-0.034099,-0.039307,-0.323996,-0.013841,0.7159,True,0.027176,0.019208,-7.7e-05,-0.05,0.7406,0.7891,0.8728,1.011,1.2462,1.7103,1.75,4.5777,4.5752,7.9785,5.8854,4.7393,4.4961,3.8101,4.0479,4.1161,3.9209,3.8557,3.8558,1.9762,2.0748,4.4804,5.0814,6.083,7.8759,4.7116,4.4833,1.243,0.9502,0.9732,0.8788,0.7927,0.7426,0.7191,0.7159,0.7194
13,221,-0.30266293798599775,0.8044985552863916,-1.3144,-0.9427211880683899,4.990172863006592,4.2343,-0.048102,0.03451,-0.374916,0.012151,0.7204,False,0.037709,0.022586,-6e-05,0.0,0.7451,0.7936,0.8776,1.0162,1.2521,1.7121,1.753,4.5781,4.5747,7.9752,5.8984,4.7474,4.4868,3.8145,3.7086,3.4099,3.2476,3.193,3.193,1.9794,2.0724,3.7079,4.2041,5.031,6.51,8.0963,4.4843,1.2561,0.9493,0.9722,0.885,0.7981,0.7475,0.7237,0.7204,0.7238
13,222,-0.3036966255600818,0.806883715727115,-1.316,-0.9427211880683899,4.990172863006592,4.2318,-0.050355,0.214545,-0.383108,0.075544,0.7279,False,0.031391,0.037597,-0.002301,0.0,0.7537,0.8036,0.8895,1.0313,1.273,1.718,1.7701,4.5769,4.5815,7.9853,5.8681,4.7321,3.9981,3.3381,2.9422,2.704,2.5742,2.5299,2.5298,1.9693,2.0778,2.9341,3.3248,3.9756,5.1381,4.6773,4.4825,1.2611,0.9489,0.9711,0.8915,0.8048,0.7544,0.7309,0.7279,0.7317
13,223,-0.3049703698661111,0.8088062831760866,-1.3115,-0.9427211880683899,4.990172863006592,4.2297,-0.058201,0.147429,-0.411641,0.051912,0.7363,False,0.045828,0.041583,-0.001087,0.0,0.7632,0.8143,0.9023,1.0474,1.2953,1.7248,1.7903,4.5781,4.5905,7.99,5.8461,4.1564,3.2081,2.6787,2.3612,2.1701,2.0661,2.0306,2.0306,1.9694,2.0856,2.3554,2.6693,3.192,4.126,4.6349,4.4814,1.2676,0.9565,0.9699,0.8991,0.8124,0.7622,0.739,0.7363,0.7404
13,224,-0.30616323017792296,0.8117149686032281,-1.309,-0.9427211880683899,4.990172863006592,4.2267,-0.05493,0.166617,-0.399744,0.058668,0.7448,False,0.045148,0.042571,-0.001388,0.0,0.773,0.8256,0.9158,1.0646,1.3192,1.7312,1.8159,4.5819,4.6028,7.9345,5.1027,3.4394,2.655,2.217,1.9543,1.7963,1.7102,1.6809,1.6808,1.709,1.7937,1.95,2.2099,2.6429,3.4165,4.6036,4.4811,1.2728,0.9569,0.9687,0.9065,0.82,0.77,0.7473,0.7448,0.7493
13,225,-0.30753384137981,0.814550843451249,-1.3055,-0.9427211880683899,4.990172863006592,4.2237,-0.054494,0.176352,-0.398161,0.062096,0.7537,False,0.043145,0.044522,-0.001555,0.0,0.7838,0.8382,0.9314,1.085,1.3487,1.7398,1.8606,4.5862,4.6253,7.8497,4.304,2.9018,2.2403,1.8709,1.6493,1.516,1.4434,1.4188,1.4188,1.4426,1.5142,1.6462,1.8657,2.2315,2.8851,4.2644,2.0487,1.2722,0.9562,0.9682,0.913,0.8272,0.7778,0.7558,0.7537,0.7589
13,226,-0.30921231748910555,0.8172051063927502,-1.3,-0.9427211880683899,4.990172863006592,4.2208,-0.056462,0.192545,-0.405315,0.067797,0.7633,False,0.042063,0.048012,-0.001854,0.0,0.7961,0.8531,0.9502,1.1104,1.3865,1.749,7.7717,4.5909,4.6712,7.517,3.6617,2.4702,1.9076,1.5934,1.4049,1.2915,1.2298,1.2089,1.2089,1.2293,1.2904,1.4031,1.5904,1.9026,2.4606,3.639,2.0073,1.2649,0.9563,0.9684,0.9184,0.834,0.7858,0.7649,0.7633,0.7695
13,227,-0.31139635771279417,0.8197102568348313,-1.2919,-0.9427211880683899,4.990172863006592,4.218,-0.053832,0.194839,-0.395754,0.068605,0.7731,False,0.037996,0.049055,-0.001898,0.0,0.8095,0.8697,0.9717,1.1402,1.4323,1.7604,12.0,4.5966,4.8226,6.4869,3.1612,2.1328,1.6472,1.376,1.2132,1.1153,1.062,1.044,1.044,1.0617,1.1145,1.2118,1.3737,1.6434,2.1255,3.1438,1.9508,1.2512,0.9568,0.9691,0.9224,0.8401,0.7935,0.7741,0.7731,0.7808
13,228,-0.31387184717925865,0.8218979608381786,-1.2816,-0.9427211880683899,4.990172863006592,4.2154,-0.052811,0.194052,-0.392041,0.068328,0.783,False,0.036578,0.049313,-0.001883,0.0,0.8236,0.8876,0.9953,1.1735,1.798,1.7731,12.0,4.6049,7.8145,5.6641,2.7607,1.8627,1.4387,1.2018,1.0596,0.9741,0.9276,0.9119,0.9119,0.9273,0.9735,1.0585,1.1999,1.4355,1.8567,2.7464,1.8878,1.2336,0.9578,0.9703,0.9254,0.8456,0.801,0.7835,0.783,0.7924
13,229,-0.3165961338457739,0.8239537879442775,-1.27,-0.9427211880683899,4.990172863006592,4.213,-0.058175,0.134617,-0.411547,0.0474,0.7925,False,0.046371,0.047946,-0.000906,0.0,0.8368,0.9038,1.0163,12.0,1.7992,1.7852,12.0,4.614,7.8304,5.0076,2.4409,1.647,1.2721,1.0626,0.937,0.8614,0.8202,0.8063,0.8063,0.82,0.8608,0.936,1.061,1.2694,1.6418,2.4287,1.8492,1.2245,0.9578,0.9704,0.9303,0.8521,0.8089,0.7928,0.7925,0.8036
13,230,-0.31877484328267003,0.8267528463800904,-1.2628,-0.9427211880683899,4.990172863006592,4.2099,-0.066082,0.171088,-0.440299,0.060242,0.7072,False,0.050791,-0.25,-0.001464,0.0,0.8524,0.9234,12.0,12.0,1.8052,1.8001,12.0,4.621,7.8509,4.3906,2.1405,1.4444,1.1156,0.9319,0.8217,0.7555,0.7194,0.7072,0.7072,0.7192,0.755,0.8209,0.9306,1.1134,1.4401,2.1304,1.8009,1.2114,0.9548,0.9709,0.9352,0.8592,0.8177,0.8035,0.8034,0.8166
13,231,-0.3215871115709961,0.8297559162574022,-1.2528,-0.9427211880683899,4.990172863006592,4.2065,-0.057561,0.165287,-0.409311,0.0582,0.6257,False,0.044232,-0.25,-0.001366,0.0,0.8691,12.0,12.0,12.0,1.8168,1.8169,12.0,4.632,7.8767,3.8837,1.8936,1.2778,0.987,0.8245,0.727,0.6683,0.6364,0.6257,0.6257,0.6362,0.6679,0.7263,0.8233,0.985,1.2741,1.8849,1.7408,1.1921,0.9477,0.9722,0.9382,0.8652,0.826,0.8141,0.8143,0.8301
13,232,-0.32468403581368854,0.8322758940939756,-1.2408,-0.9427211880683899,4.990172863006592,4.2036,-0.048182,0.075685,-0.375209,0.02665,0.3099,True,0.027143,-0.25,-0.000286,0.0,12.0,12.0,12.0,12.0,0.3099,1.8298,12.0,4.6401,7.8915,3.5857,1.754,1.1849,0.9157,0.7653,0.6749,0.6206,0.5911,0.5812,0.5812,0.5912,0.6207,0.6751,0.7655,0.9162,1.1858,1.756,1.7099,1.1824,0.9472,0.9729,0.9408,0.8693,0.8316,0.8209,0.8213,0.8388
16,230,3.007764531390078,2.3903535047872455,1.5686,3.0774807929992676,4.210935592651367,1.8219,0.157431,-0.072792,0.372478,-0.025631,0.3029,True,0.153906,0.014193,-0.000265,-0.05,5.8007,5.8264,6.0643,2.0891,2.0883,5.7043,5.2372,4.9813,4.8917,0.6266,0.3029,0.6142,0.4737,0.3954,0.3051,4.011,5.1899,5.0997,5.0994,2.7433,1.8531,1.4321,1.1968,1.0555,0.9706,0.9311,4.9136,10.9094,2.691,1.8247,1.7704,1.7897,1.9056,4.5008,10.8763,5.8007
16,231,3.0075764333524084,2.4006287488074016,1.5674,3.0774807929992676,4.210935592651367,1.8117,0.121696,-0.047959,0.24253,-0.016887,0.3029,True,-3e-06,-0.000109,-0.000115,-0.05,5.8007,5.8265,6.0644,2.0891,2.0882,5.704,5.237,4.9812,4.8916,0.6264,0.3029,0.6142,0.4737,0.3953,0.305,4.0115,5.1898,5.0997,5.0994,2.7427,1.8529,1.432,1.1967,1.0555,0.9706,0.9311,4.9136,10.9094,2.6903,1.8244,1.7701,1.7895,1.9059,4.5006,10.8761,5.8007
16,232,3.007634210975151,2.4006262880952756,1.5675,3.0774807929992676,4.210935592651367,1.8117,0.121712,-0.047957,0.24259,-0.016886,0.3029,True,-0.00018,-8.4e-05,-0.000115,-0.05,5.8006,5.8265,6.0646,2.089,2.0882,5.7037,5.2368,4.9811,4.8916,0.6262,0.3029,0.6141,0.4737,0.3953,0.305,4.012,5.1898,5.0997,5.0994,2.7422,1.8527,1.4319,1.1967,1.0555,0.9706,0.9311,4.9136,10.9094,2.6896,1.8241,1.7699,1.7893,1.9061,4.5004,10.8759,5.8007
16,233,3.007692480718204,2.400612058375873,1.5676,3.0774807929992676,4.210935592651367,1.8117,0.120583,-0.047788,0.238482,-0.016827,0.3029,True,2e-06,-3.7e-05,-0.000114,-0.05,5.8006,5.8266,6.0647,2.089,2.0882,5.7034,5.2367,4.981,4.8916,0.6261,0.3029,0.6141,0.4737,0.3953,0.305,4.0124,5.1897,5.0997,5.0995,2.7418,1.8526,1.4319,1.1967,1.0555,0.9706,0.9311,4.9136,10.9095,2.6891,1.8239,1.7697,1.7892,1.9063,4.5002,10.8758,5.8007
16,234,3.0077412571826905,2.4006102901823354,1.5676,3.0774807929992676,4.210935592651367,1.8117,0.121637,-0.04795,0.242317,-0.016884,0.3028,True,-0.000154,-6.5e-05,-0.000115,-0.05,5.8006,5.8267,6.0648,2.0889,2.0882,5.7032,5.2365,4.981,4.8915,0.6259,0.3028,0.614,0.4737,0.3953,0.305,4.0127,5.1897,5.0998,5.0995,2.7414,1.8524,1.4318,1.1966,1.0555,0.9706,0.9311,4.9136,10.9095,2.6887,1.8237,1.7695,1.7891,1.9065,4.5001,10.8756,5.8007
16,235,3.007797967159214,2.4005978439377493,1.5677,3.0774807929992676,4.210935592651367,1.8117,0.121422,-0.047915,0.241534,-0.016871,0.3028,True,-0.000144,-6.3e-05,-0.000115,-0.05,5.8006,5.8267,6.0649,2.0889,2.0882,5.703,5.2364,4.9809,4.8915,0.6258,0.3028,0.614,0.4736,0.3953,0.305,4.0131,5.1896,5.0998,5.0995,2.7411,1.8523,1.4318,1.1966,1.0555,0.9706,0.9311,4.9136,10.9095,2.6882,1.8235,1.7693,1.789,1.9066,4.5,10.8755,5.8007
16,236,3.007849035608951,2.400586285183687,1.5677,3.0774807929992676,4.210935592651367,1.8117,0.120676,-0.047832,0.238821,-0.016842,0.3028,True,-0.000106,-5.5e-05,-0.000114,-0.05,5.8006,5.8268,6.065,2.0888,2.0881,5.7027,5.2362,4.9808,4.8915,0.6256,0.3028,0.614,0.4736,0.3953,0.3049,4.0134,5.1896,5.0998,5.0995,2.7408,1.8522,1.4317,1.1966,1.0555,0.9706,0.9311,4.9137,10.9096,2.6878,1.8233,1.7691,1.7889,1.9068,4.4999,10.8754,5.8006
16,237,3.0079029296165243,2.4005771140216194,1.5678,3.0774807929992676,4.210935592651367,1.8117,0.121213,-0.047898,0.240775,-0.016865,0.3028,True,-0.000129,-7.7e-05,-0.000115,-0.05,5.8006,5.8268,6.0652,2.0888,2.0881,5.7025,5.2361,4.9807,4.8914,0.6255,0.3028,0.6139,0.4736,0.3953,0.3049,4.0137,5.1896,5.0998,5.0995,2.7404,1.8521,1.4317,1.1966,1.0555,0.9707,0.9312,4.9137,10.9096,2.6873,1.8231,1.7689,1.7888,1.907,4.4997,10.8753,5.8006
16,238,3.0079501811715064,2.4005666675893127,1.5678,3.0774807929992676,4.210935592651367,1.8117,0.121196,-0.047912,0.240713,-0.01687,0.3028,True,-0.00016,-9.1e-05,-0.000115,-0.05,5.8006,5.8269,6.0653,2.0888,2.0881,5.7022,5.2359,4.9806,4.8914,0.6253,0.3028,0.6139,0.4736,0.3953,0.3049,4.0142,5.1895,5.0998,5.0995,2.7399,1.8519,1.4316,1.1965,1.0555,0.9707,0.9312,4.9137,10.9096,2.6867,1.8228,1.7687,1.7886,1.9072,4.4996,10.8751,5.8006
16,239,3.00800111940966,2.40055403318142,1.5679,3.0774807929992676,4.210935592651367,1.8117,0.121236,-0.047915,0.240858,-0.016871,0.3028,True,-0.000181,-9e-05,-0.000115,-0.05,5.8005,5.827,6.0654,2.0887,2.0881,5.702,5.2358,4.9805,4.8914,0.6251,0.3028,0.6138,0.4736,0.3953,0.3049,4.0146,5.1895,5.0998,5.0995,2.7395,1.8517,1.4315,1.1965,1.0555,0.9706,0.9312,4.9137,10.9097,2.6862,1.8226,1.7684,1.7885,1.9074,4.4994,10.875,5.8006
16,240,3.008045038817298,2.4005402424683653,1.568,3.0774807929992676,4.210935592651367,1.8117,0.120789,-0.047871,0.239234,-0.016856,0.3028,True,-0.000153,-9e-05,-0.000115,-0.05,5.8005,5.827,6.0655,2.0887,2.0881,5.7018,5.2356,4.9804,4.8914,0.625,0.3028,0.6138,0.4736,0.3953,0.3049,4.015,5.1894,5.0998,5.0996,2.7391,1.8516,1.4314,1.1965,1.0554,0.9706,0.9312,4.9137,10.9097,2.6857,1.8224,1.7682,1.7884,1.9075,4.4993,10.8748,5.8006
16,241,3.008088290154756,2.400528396028515,1.568,3.0774807929992676,4.210935592651367,1.8117,0.121732,-0.049333,0.242663,-0.017371,0.3027,True,-0.000111,-8.1e-05,-0.000122,-0.05,5.8005,5.8271,6.0657,2.0887,2.0881,5.7015,5.2355,4.9804,4.8913,0.6248,0.3027,0.6137,0.4735,0.3953,0.3049,4.0154,5.1894,5.0998,5.0996,2.7387,1.8514,1.4314,1.1964,1.0554,0.9706,0.9312,4.9137,10.9097,2.6852,1.8222,1.768,1.7883,1.9077,4.4992,10.8747,5.8006
16,242,3.008133464367194,2.4005192707668166,1.5681,3.0774807929992676,4.210935592651367,1.8117,0.122226,-0.049469,0.244459,-0.017419,0.3027,True,-0.000149,-5.7e-05,-0.000122,-0.05,5.8005,5.8271,6.0658,2.0886,2.0881,5.7014,5.2354,4.9803,4.8913,0.6247,0.3027,0.6137,0.4735,0.3953,0.3049,4.0156,5.1893,5.0998,5.0996,2.7384,1.8513,1.4313,1.1964,1.0554,0.9707,0.9312,4.9137,10.9097,2.6849,1.822,1.7679,1.7882,1.9078,4.4991,10.8746,5.8006
16,243,3.008172477211307,2.4005078449057726,1.5681,3.0774807929992676,4.210935592651367,1.8118,0.121769,-0.049362,0.242796,-0.017381,0.3027,True,-9.7e-05,-5.8e-05,-0.000122,-0.05,5.8005,5.8272,6.0658,2.0886,2.088,5.7012,5.2353,4.9802,4.8913,0.6246,0.3027,0.6137,0.4735,0.3953,0.3048,4.0159,5.1893,5.0998,5.0996,2.7381,1.8512,1.4313,1.1964,1.0554,0.9707,0.9312,4.9137,10.9098,2.6845,1.8218,1.7677,1.7881,1.908,4.499,10.8745,5.8006
16,244,3.008210073284611,2.4004999504018754,1.5682,3.0774807929992676,4.210935592651367,1.8118,0.121776,-0.04937,0.242821,-0.017384,0.3027,True,-9.2e-05,-5.6e-05,-0.000122,-0.05,5.8005,5.8272,6.0659,2.0886,2.088,5.701,5.2352,4.9802,4.8913,0.6245,0.3027,0.6136,0.4735,0.3953,0.3048,4.0161,5.1893,5.0998,5.0996,2.7379,1.8511,1.4312,1.1964,1.0554,0.9707,0.9312,4.9137,10.9098,2.6842,1.8217,1.7676,1.788,1.9081,4.4989,10.8744,5.8005
16,245,3.008247519646737,2.4004923701850305,1.5682,3.0774807929992676,4.210935592651367,1.8118,0.121787,-0.049379,0.24286,-0.017387,0.3027,True,-8.2e-05,-5.1e-05,-0.000122,-0.05,5.8005,5.8273,6.066,2.0885,2.088,5.7009,5.2351,4.9801,4.8912,0.6244,0.3027,0.6136,0.4735,0.3953,0.3048,4.0163,5.1892,5.0998,5.0996,2.7377,1.851,1.4312,1.1964,1.0554,0.9707,0.9312,4.9138,10.9098,2.6839,1.8216,1.7675,1.788,1.9082,4.4988,10.8744,5.8005
16,246,3.008284042812846,2.400485522216101,1.5683,3.0774807929992676,4.210935592651367,1.8118,0.121807,-0.049393,0.242934,-0.017392,0.3027,True,-0.000104,-4.9e-05,-0.000122,-0.05,5.8005,5.8273,6.0661,2.0885,2.088,5.7007,5.235,4.9801,4.8912,0.6243,0.3027,0.6136,0.4735,0.3953,0.3048,4.0166,5.1892,5.0998,5.0996,2.7374,1.851,1.4312,1.1964,1.0554,0.9707,0.9313,4.9138,10.9098,2.6836,1.8214,1.7674,1.7879,1.9083,4.4987,10.8743,5.8005
16,247,3.008320818709759,2.400477209192107,1.5683,3.0774807929992676,4.210935592651367,1.8118,0.121826,-0.049403,0.243002,-0.017395,0.3027,True,-7.4e-05,-6.6e-05,-0.000122,-0.05,5.8005,5.8273,6.0661,2.0885,2.088,5.7006,5.2349,4.98,4.8912,0.6242,0.3027,0.6136,0.4735,0.3953,0.3048,4.0168,5.1892,5.0999,5.0996,2.7372,1.8509,1.4311,1.1964,1.0554,0.9707,0.9313,4.9138,10.9099,2.6833,1.8213,1.7672,1.7878,1.9084,4.4986,10.8742,5.8005
16,248,3.0083551628220215,2.400470938809436,1.5683,3.0774807929992676,4.210935592651367,1.8118,0.121843,-0.049418,0.243064,-0.017401,0.3027,True,-8.9e-05,-5.3e-05,-0.000122,-0.05,5.8005,5.8274,6.0662,2.0885,2.088,5.7004,5.2348,4.98,4.8912,0.6241,0.3027,0.6135,0.4735,0.3953,0.3047,4.017,5.1891,5.0999,5.0996,2.737,1.8508,1.4311,1.1963,1.0554,0.9707,0.9313,4.9138,10.9099,2.683,1.8212,1.7671,1.7877,1.9086,4.4985,10.8741,5.8005
16,249,3.008389061199818,2.4004636910270527,1.5684,3.0774807929992676,4.210935592651367,1.8118,0.121856,-0.04943,0.243113,-0.017405,0.3027,True,-8.4e-05,-5e-05,-0.000122,-0.05,5.8005,5.8274,6.0663,2.0884,2.088,5.7003,5.2347,4.9799,4.8912,0.624,0.3027,0.6135,0.4735,0.3953,0.3047,4.0172,5.1891,5.0999,5.0996,2.7367,1.8507,1.4311,1.1963,1.0554,0.9707,0.9313,4.9138,10.9099,2.6827,1.821,1.767,1.7877,1.9087,4.4985,10.874,5.8005
16,250,3.008420029643255,2.4004569231341226,1.5684,3.0774807929992676,4.210935592651367,1.8118,0.121665,-0.049412,0.242419,-0.017398,0.3026,True,-2.6e-05,-4.8e-05,-0.000122,-0.05,5.8005,5.8274,6.0663,2.0884,2.088,5.7002,5.2346,4.9799,4.8911,0.6239,0.3026,0.6135,0.4734,0.3953,0.3047,4.0174,5.1891,5.0999,5.0997,2.7366,1.8507,1.4311,1.1963,1.0554,0.9707,0.9313,4.9138,10.9099,2.6825,1.8209,1.7669,1.7876,1.9088,4.4984,10.874,5.8005
16,251,3.0084504780441006,2.4004540335486997,1.5684,3.0774807929992676,4.210935592651367,1.8118,0.122321,-0.049551,0.244804,-0.017447,0.3026,True,-0.000146,-4.9e-05,-0.000123,-0.05,5.8004,5.8275,6.0664,2.0884,2.088,5.7,5.2345,4.9798,4.8911,0.6238,0.3026,0.6135,0.4734,0.3953,0.3047,4.0177,5.1891,5.0999,5.0997,2.7363,1.8505,1.431,1.1963,1.0554,0.9707,0.9313,4.9138,10.91,2.6821,1.8208,1.7667,1.7875,1.9089,4.4983,10.8739,5.8005
16,252,3.0084847155157877,2.4004429843401143,1.5685,3.0774807929992676,4.210935592651367,1.8118,0.121834,-0.049432,0.243032,-0.017406,0.3026,True,-6.5e-05,-5.2e-05,-0.000122,-0.05,5.8004,5.8275,6.0665,2.0884,2.0879,5.6999,5.2344,4.9798,4.8911,0.6237,0.3026,0.6134,0.4734,0.3953,0.3047,4.0178,5.189,5.0999,5.0997,2.7361,1.8505,1.431,1.1963,1.0554,0.9707,0.9313,4.9138,10.91,2.6819,1.8207,1.7666,1.7875,1.909,4.4982,10.8738,5.8005
16,253,3.008518255651657,2.4004373882721284,1.5685,3.0774807929992676,4.210935592651367,1.8118,0.121853,-0.049443,0.243101,-0.017409,0.3026,True,-9.6e-05,-4e-05,-0.000122,-0.05,5.8004,5.8275,6.0666,2.0883,2.0879,5.6997,5.2343,4.9797,4.8911,0.6236,0.3026,0.6134,0.4734,0.3953,0.3047,4.018,5.189,5.0999,5.0997,2.7359,1.8504,1.431,1.1963,1.0554,0.9707,0.9313,4.9139,10.91,2.6816,1.8206,1.7665,1.7874,1.9091,4.4982,10.8737,5.8005
16,254,3.008549115003795,2.4004297884542085,1.5685,3.0774807929992676,4.210935592651367,1.8118,0.121857,-0.049445,0.243115,-0.01741,0.3026,True,-7.1e-05,-4e-05,-0.000122,-0.05,5.8004,5.8276,6.0666,2.0883,2.0879,5.6996,5.2342,4.9797,4.891,0.6235,0.3026,0.6134,0.4734,0.3953,0.3046,4.0182,5.189,5.0999,5.0997,2.7357,1.8503,1.4309,1.1963,1.0554,0.9707,0.9314,4.9139,10.91,2.6814,1.8204,1.7664,1.7873,1.9092,4.4981,10.8737,5.8005
16,255,3.0085812560745464,2.400423842174967,1.5686,3.0774807929992676,4.210935592651367,1.8118,0.121865,-0.049456,0.243145,-0.017414,0.3026,True,-7.2e-05,-6e-05,-0.000122,-0.05,5.8004,5.8276,6.0667,2.0883,2.0879,5.6995,5.2342,4.9796,4.891,0.6234,0.3026,0.6134,0.4734,0.3953,0.3046,4.0184,5.189,5.0999,5.0997,2.7355,1.8503,1.4309,1.1963,1.0554,0.9707,0.9314,4.9139,10.91,2.6811,1.8203,1.7663,1.7873,1.9093,4.498,10.8736,5.8005
16,256,3.008610407439101,2.400417914154436,1.5686,3.0774807929992676,4.210935592651367,1.8118,0.121846,-0.049452,0.243075,-0.017413,0.3026,True,-6.1e-05,-4.6e-05,-0.000122,-0.05,5.8004,5.8277,6.0668,2.0883,2.0879,5.6993,5.2341,4.9796,4.891,0.6234,0.3026,0.6134,0.4734,0.3953,0.3046,4.0186,5.1889,5.0999,5.0997,2.7353,1.8502,1.4309,1.1963,1.0554,0.9708,0.9314,4.9139,10.9101,2.6808,1.8202,1.7662,1.7872,1.9094,4.4979,10.8735,5.8005
16,257,3.0086418995475266,2.4004126301590425,1.5686,3.0774807929992676,4.210935592651367,1.8118,0.121687,-0.049444,0.242497,-0.01741,0.3026,True,-0.000103,-4.9e-05,-0.000122,-0.05,5.8004,5.8277,6.0668,2.0882,2.0879,5.6992,5.234,4.9795,4.891,0.6233,0.3026,0.6133,0.4734,0.3953,0.3046,4.0188,5.1889,5.0999,5.0997,2.7351,1.8501,1.4308,1.1962,1.0554,0.9708,0.9314,4.9139,10.9101,2.6805,1.8201,1.7661,1.7871,1.9095,4.4979,10.8735,5.8004
16,258,3.0086705212592793,2.400404657074529,1.5687,3.0774807929992676,4.210935592651367,1.8118,0.121842,-0.049459,0.243063,-0.017415,0.3026,True,-1.7e-05,-3.4e-05,-0.000122,-0.05,5.8004,5.8277,6.0669,2.0882,2.0879,5.6991,5.2339,4.9795,4.891,0.6232,0.3026,0.6133,0.4734,0.3953,0.3046,4.019,5.1889,5.0999,5.0997,2.7349,1.8501,1.4308,1.1962,1.0554,0.9708,0.9314,4.9139,10.9101,2.6803,1.82,1.766,1.7871,1.9096,4.4978,10.8734,5.8004
